,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12
4911,2bb618b608a628d631e6479d20bee9f285cbaba700c2e7396bdab103457aca5b,0,16,238,72.0,0,0.0,0.0,0.0,-999.0,569.0,16,5
181,2a1d9e9509f8c3966858161d99c50019c639a39e6214b25066c8e79f893dc43b,0,27,277,74.0,1,0.0,0.0,0.0,-999.0,400.0,56,38
173,212dc87d288999826adbd9bb213d8daba5c4e9169e55a91b8349d5babbe57141,127,27,67,80.0,1,0.0,0.0,0.0,-999.0,0.0,6,63
4388,3a63eb7398ccd9ce9dd9b2bb0b0f5251e0ed1e801507ded8225c5b7e14f4ca00,163,2944,26,28.0,1,1500.0,0.0,668.0,80.0,307.0,56,26
4315,897ebfa0cff9b319d87fcae2e60d140646e0b102de90b5bbfa21a5031b64ee2f,0,3367,167,28.0,1,835.0,0.0,717.0,11.0,719.0,56,38
737,d2d41941e3352be3c1ed8989eb4e2b32a1377b44ddc6a7ae662a5f7e20bc4e0d,0,29,179,72.0,0,0.0,0.0,0.0,-999.0,569.0,21,19
2619,d3d8647177a75422f7b9d5736eb49ab8e5f15391cf509459702c894ead77cfa3,0,547,144,55.0,1,0.0,0.0,0.0,-999.0,738.0,56,51
302,012880a4df3801b19c2ad6164f21579f97db905dc64b40e214f2faa9e783eb6f,0,2212,267,31.0,1,2500.0,0.0,742.0,38.0,405.0,56,38
398,a64a97ca67000223dcb0f4ef3cf91dfe1fea58221033c144c8362cd21782ce15,60,945,227,58.0,1,500.0,0.0,591.0,42.0,0.0,19,28
4262,58da8be4640db03f7d15c193b9bde6c5bf7af8003c9067317fb57f0d13b18ec5,30,3564,8,28.0,0,2000.0,0.0,673.0,7.0,0.0,56,51
950,f004e78b0e1aef3fd6840f5bbe9739c108a5d40f3199a6e2f00d0c02e4fab05d,106,906,270,24.0,1,815.1,0.0,388.0,35.0,500.0,21,19
5810,aaaf375e9577dd117e823e079852b39635048d64c5bd632ce296545969bea613,59,40,256,56.0,1,0.0,0.0,0.0,-999.0,0.0,56,51
30,b064611c0223f4911e9344eb130647a799ffe363d5fe452cb8767d6704a8edab,152,997,200,30.0,1,2000.0,0.0,0.0,112.0,0.0,47,72
4356,6f8d9ff5848e2ce462a4edef2f26b48a2b113b684aa6e72687613ccb65e71358,0,1323,70,27.0,0,700.0,0.0,613.0,25.0,4.0,56,38
259,edf97acde8c699b64200644cfe5d617daafd9e514845129ee8e7ede9fb75c30b,33,609,310,51.0,1,0.0,0.0,0.0,-999.0,32.0,13,72
49,0874f1957b1e45b0dcca48c737c1b02eb18dc2fc6866a691489938de2e2ae6a4,0,2599,35,32.0,1,1500.0,0.0,470.0,64.0,533.0,56,38
4760,ba86a3a337f6bde87a45e1cfddb6c7d37dca7b2fd31ce788ffa4c982057a14ec,50,1303,285,37.0,0,0.0,0.0,0.0,-999.0,0.0,77,54
229,d05bbb2b10ebbb43af174f2e3cabbf3cf4da626e8828b77ff667e59aa65c5a9b,93,311,300,35.0,0,0.0,0.0,483.0,-999.0,216.0,56,38
4436,407a73cd6117f147b7b0154abb4a5870e84081674b7ede15dcaabcd82c72ae97,0,1448,211,26.0,0,0.0,0.0,626.0,-999.0,296.0,56,51
1119,cdaee1974ef89fb78cbf9b787e8c724ad8e105180ef500482d5437421da7762e,5,795,67,58.0,0,0.0,0.0,0.0,-999.0,17.0,6,63
135,fa21eb8f9eef1c57401a326162f507062532079ace179e085f4845619da15714,60,2981,222,32.0,1,375.0,0.0,0.0,91.0,14.0,19,41
1126,bf6c6799c09739f25e352266be90ee23db6fe09f8c2365803157baebccf43e9c,0,695,317,54.0,1,612.48,0.0,824.0,253.0,70.0,16,8
2847,bbe431d88350e1e8b610456d3a7a44a0a00a2f609a6a564eae730c7955f16c6a,0,1815,35,48.0,0,4233.0,0.0,448.0,-999.0,10.0,56,38
1773,644b7b4e159e20301b03e2759e12127c23d410092255f65b15d65505a6633efd,30,2778,17,29.0,1,530.4,0.0,0.0,24.0,0.0,55,61
2246,3f628423fe7747c7b01edf6c90b6a0519ed986fcdf0dc0fe19615c12ad9b5919,0,27,191,74.0,1,0.0,0.0,0.0,-999.0,510.0,42,33
5083,54a3c9a2e3f6cd04aafdd969ceb6aafc0c4e3c7d1496b60c5a40b29445bf502b,60,1648,285,27.0,1,530.4,0.0,498.0,38.0,24.0,77,54
1908,8903cc68d6bc9c4bcab4bac22b681da748a0c313b59b9327ea9449e8e24f5531,180,679,310,32.0,1,0.0,0.0,0.0,-999.0,0.0,12,72
2363,4c5e7c5fe9ff434568a8a381b19e9686125882fb60f56e940340f12ff4c05d7c,0,2390,163,54.0,0,1125.0,920.0,571.0,98.0,231.0,42,33
378,4d81d7cd414e2c44364ffbe7964f33949d4f1b811df649fcbd0120a3325ca5f8,0,1065,146,33.0,1,3087.5,0.0,774.0,40.0,860.0,56,38
2077,5748b46f231fa427575eb863448fce93451c0f3dc4bac90b99331cf536b839a6,0,452,167,30.0,0,1137.2,0.0,772.0,40.0,305.0,56,38
5947,94d53e4a3bd399f85c93d26adcc548a9fcb7b3d7175828c6caf10c2c31bdb6ce,0,991,267,51.0,1,6315.0,0.0,655.0,148.0,582.0,56,38
551,ca7298ba2e67131fca9cddbd1fcace75d63eecdc2081984590e8780c83999da8,0,1714,145,32.0,1,550.0,0.0,676.0,66.0,0.0,56,2
5588,53dcf17918ea51aae00ff890b339331fe62725abbe7478f0d64a647dd9dbe283,5,100,267,38.0,1,0.0,0.0,0.0,-999.0,310.0,56,38
2734,bf73b3ebca49385a1186c5e3c2e688245e9bba2ef08ee48708ae11f6faa4b33d,10,3434,35,49.0,1,0.0,0.0,0.0,-999.0,7.0,56,38
1656,16694449003766ee3966254ff76fbb479cc61a2bd3ef9116193036f3b60212ac,30,1815,83,26.0,0,1780.75,0.0,555.0,76.0,0.0,16,20
5637,f422eb9f9a4ba09ea8550d856d29957ac7551c1c2101256510e6f63c58fc6461,30,2233,311,42.0,0,0.0,0.0,0.0,-999.0,262.0,56,2
704,624c30d61c90be5e54a45442a84608aa66298fc4871db6a3803cb8275b29ff7e,0,3564,300,52.0,1,0.0,0.0,0.0,-999.0,114.0,56,38
3016,b2898b9f419a6cfb350677c52f04be9f16f7eb1b8ea477399207d5782a3af411,551,3564,144,45.0,1,0.0,0.0,0.0,-999.0,341.0,56,51
1670,0ba633e18b6dc76d35578e2fa7abed8e9fd8ad3a9fdb44b1609f447316a703d4,0,733,83,26.0,1,1560.91,0.0,590.0,162.0,0.0,16,20
2842,14cb8db86389f2336292514af25e671c983ab2f3169802a9a7a7ff81068f8e2f,0,2724,221,52.0,0,0.0,0.0,0.0,-999.0,454.0,56,38
3281,2fd874e6420c311e2e26954460b373fcdb92e0770064cbcba3f7aa961413ece5,270,3399,17,41.0,1,800.0,0.0,640.0,74.0,0.0,55,61
1489,69b732874c5c5f876510f70e79ad031561b5ef94e5e9d23b48d7a9e6e5588db4,30,1865,83,33.0,0,1620.96,0.0,489.0,-999.0,15.0,16,20
5222,57b7894f4f2583f10b9085f4a67887c3aed0ba3d293693d2982156ca97f6f6e9,0,100,219,33.0,0,2332.0,0.0,623.0,63.0,325.0,56,38
3350,ad4251f16b216cc4f6d2d08adb18ca9f4580c62bd59857b491e6651d0d78d3b3,71,1269,146,40.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
99,c450355582d4bf0babd6d2b39d72e46297fca33662a3588d19a4f8763bd47aff,0,945,5,48.0,0,651.0,0.0,0.0,16.0,601.0,6,63
3679,ad66c984e9093dfa48f9249360ee1c6552c98842b70759cb2e4a0f9d3fcf1f33,30,1379,196,35.0,1,445.12,0.0,741.0,63.0,0.0,56,51
4037,9c3416d5a59757dc85e90cfcd6d0a324fafb69956ffbab5eada5fa7583c11cd8,179,3564,17,31.0,1,0.0,0.0,0.0,-999.0,0.0,55,61
4230,80c1e21d1dc2360b24c1e5c847ee10c554612c64706700ec37aa0713582b593a,60,2634,256,28.0,1,1160.14,0.0,840.0,78.0,0.0,56,51
4908,a2489eed59ef79624a4f3cf37f84b71990687a16a273f82d8652271ce7bd0187,5,2065,33,72.0,1,0.0,0.0,547.0,-999.0,56.0,56,51
1299,e795d7124f2fb548870c0359a605244287257c6ed267e959e18876ef36f65543,0,550,150,43.0,1,850.0,0.0,914.0,128.0,233.0,16,8
3373,2435e940aca07a57cf2e2a20453ca72e6f95187abb4260d0bd73cb4b6070cf6d,5,472,49,40.0,1,950.0,0.0,747.0,161.0,69.0,56,38
5503,5df0c188a73b68e520da13f1d6e1ceaa121e50bcdaa0cb7aec1d427b2c1470d0,30,2407,35,53.0,1,5500.0,0.0,0.0,63.0,357.0,56,38
4940,adea4c96284d1d08b3828a5da0642b7b6bf144d377086846b473c2a7cade28ba,0,3058,285,41.0,1,0.0,0.0,514.0,-999.0,649.0,77,54
2647,471dbc1857172b04da6370250e8c4c6832663889a3431a8cc4296a148e3a9b5a,40,3564,167,52.0,1,0.0,0.0,0.0,-999.0,4.0,56,38
166,32916888801f41b2e6205d1ac0b811e76a16730db5c936b6e4fdad1b4a2b143b,66,3564,67,24.0,1,530.4,0.0,506.0,11.0,0.0,6,63
3212,f4f784bc9bbc6ed1af61e0927e4acdf524a515b698bda780f14ff4894cf53772,0,573,249,52.0,1,1427.23,0.0,846.0,323.0,74.0,56,38
3816,ccb54d9d0e9eb8cce96a5b9c1645bee3d692eaae64ed3c614a44b73d24ce701f,30,1893,300,34.0,1,784.0,0.0,561.0,59.0,2.0,56,38
2790,b9c72e471571f4b5a74ad9023ba4ad74196f174e79fcb033557f82f216c78cf0,0,1870,256,48.0,1,1270.0,0.0,952.0,175.0,51.0,56,51
2300,464bd20cfe81dd456d855309f2585db37d9378079f562705c891e51f7b416a1a,13,728,249,31.0,0,513.76,0.0,602.0,78.0,214.0,56,38
3447,e558ea3e40418ecf055775526db431c2f491f8cf8d6f168b81c56075647194ad,30,3564,316,38.0,0,1232.8,0.0,688.0,120.0,106.0,56,2
2657,a05a60d4e5a0a65b812a1788d5e45f8b4ad8788c1bbbeccac933452800388d74,30,1898,167,53.0,1,854.88,0.0,480.0,38.0,2.0,56,38
116,25fa58faf18686da6620cbd4283f6215963f1dd042491f50f11383347c8c7a5e,0,3299,5,39.0,1,530.4,0.0,591.0,60.0,459.0,6,63
5035,5e6fc7ef0c138b26ae0c983ca2de982e6234e328353c53bd4acfe94432b7215e,3,1815,52,31.0,1,3357.0,0.0,593.0,66.0,104.0,77,54
3365,f70995e33837b1631079089f7bb96c5b8c10d6e04071190f365a1b20995ad593,30,915,316,40.0,1,1150.24,0.0,645.0,35.0,0.0,58,2
2327,6ac56f73fca4a2a970bdae0a17d513490d922a44687237897a81a7976f83d04d,0,3564,32,62.0,1,0.0,0.0,650.0,-999.0,0.0,56,13
724,c225807a7fab87d5aa2624730de963b8fd715fb0a2642e00e5f36848e6f4df63,0,2392,59,42.0,1,0.0,0.0,662.0,-999.0,609.0,21,19
5122,a84f43707a69db4a6f97caab4a8a9b9aaec27b79fdeb663855ca2da049616d4f,0,1658,52,22.0,1,530.44,0.0,644.0,39.0,539.0,77,54
2922,93c5d6ebc1cdf89df70d32da95d69ae7660e940c9c8c80e9d5c3f1409110147e,0,2071,256,65.0,1,0.0,0.0,0.0,-999.0,222.0,56,51
4450,ef1639e276f59f2c77cfbc80180641a0c73cf5999b2afce1cfffef72ad02eaaf,0,2705,140,26.0,0,619.84,0.0,492.0,57.0,405.0,58,18
4832,4b8df5aee470a7ecc2550a224410578122fa1b818df6ddab4d6fdf7534d99902,66,2066,34,73.0,1,0.0,0.0,0.0,-999.0,0.0,56,51
2064,1976ab6ceee8a7833ebebd89f67519fbaf91385745cde25f966e4e0ea3caaed1,30,1160,174,32.0,0,438.88,0.0,0.0,54.0,31.0,42,31
5231,f03112ffd560abdd61f77b97438e23e9304a7d4f0da549a2eecdb837c30f6239,0,114,267,32.0,0,700.0,0.0,613.0,45.0,266.0,56,38
1693,603879028a5aacd0c35a0acfb0b95ca4df4073711e503bbbbec1c454d7fa669e,53,2446,83,25.0,1,0.0,0.0,0.0,-999.0,500.0,16,20
939,b73aad87af98259bae03002a40c52fc08b2ed5af01dc4e78771f2a8f8ad613e6,47,822,59,24.0,1,0.0,0.0,0.0,-999.0,0.0,21,19
1559,33914d6ffaf320bfc51fe8266b11b00619603eb420cf13043ae7b8b54a3d5311,60,1815,170,30.0,0,432.64,0.0,801.0,12.0,136.0,16,20
3451,cf79e8e3d24b5cb2dc962ea8e7b778ab8fc2e0873e27bb58f6e0d776d149bc06,0,3564,300,38.0,1,0.0,0.0,0.0,-999.0,896.0,56,38
104,8a8f7d0fa4539bef29779380add4adfcea5ab8a70b6df7490ea5738c7d544af9,0,945,67,46.0,0,650.0,0.0,612.0,78.0,344.0,6,63
4865,fc5e61647fe15f4a90107a2f6295558476e762c083a5bed11217bd285e96fcd0,211,3564,300,48.0,1,560.02,0.0,0.0,58.0,175.0,56,38
413,64cbdcbd31eacab45989f0d5e874ec737d34889cfe05f204eafb87be30a6211f,30,707,17,50.0,1,460.8,0.0,665.0,166.0,1.0,55,61
2810,0bb2ed0f760e25f9999880f78c12f9a6607cfd3a0a7577265119f89ecaad50a4,73,1815,17,52.0,1,0.0,0.0,0.0,-999.0,231.0,55,61
618,b53f980d048a6408605819845d1a46d038dd50a95cf14645aafdd17e6feb7425,119,3440,222,24.0,1,0.0,0.0,0.0,-999.0,0.0,19,41
3444,f41abec4fe4ae3e3ba113a779f71470d61f33911d175d3f90090210c6199166c,43,2937,34,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,51
1500,1449b3c79bc494e6bbb8c7f54e736944e3b3f4edcdceebf7828f09965a2d80ef,121,266,299,32.0,0,2588.75,0.0,742.0,150.0,0.0,16,21
1542,a161c9f5cdd3d06704cef40c822463f6a440c10188638a43ced0ad10e95a8edc,30,491,145,31.0,0,800.0,0.0,402.0,73.0,0.0,56,2
5522,82515e15caad1907cb94fe6b04dffd5d8f8608c2a329add822a05738e493d568,30,1431,239,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
816,897da9935076a2453eee878d8842df4f7ba6ea9c2d1e0022b6a9d0388ff1a46e,0,3564,208,34.0,1,1308.72,0.0,695.0,57.0,0.0,21,19
507,9304e73d40320333ad3b29d1c298b7a41a2721a8842a30a7dccee8769997c18f,33,1902,146,38.0,1,900.64,0.0,576.0,24.0,107.0,18,60
5873,ec6016849ecad8822db48d5e8bcb2bc47c01788c74c76fe51e40d62cddefe862,0,1319,37,55.0,0,0.0,0.0,0.0,-999.0,288.0,56,38
4871,31a852b965e15db4c1f8ad36176f9a46bb7e53b4195bac5c7c2c9fd777ef3170,333,1672,250,48.0,0,376.48,0.0,778.0,180.0,0.0,77,48
1917,0d392b3d3d9a7251ebc15c2a882dd6616076324eeddb1474624f80c79c691874,0,1815,303,73.0,1,8890.0,0.0,715.0,376.0,256.0,56,15
4737,482ab7e22f8d68058fb47659c8ed77feb85b49aacc7b21a7c156fc2bdc31ec01,0,617,27,63.0,1,0.0,0.0,0.0,-999.0,0.0,56,26
2988,5c10cbbfe3025f96d16cb240660e4c4e37e6543f0054ff2c5014375b72e7cfcf,0,2590,178,45.0,0,0.0,0.0,644.0,-999.0,352.0,58,10
5242,d4e7c87392fd7f8743abd88ebb81fc757bbe4906fe7fea4491002c4deb892281,0,3141,267,33.0,0,4601.73,0.0,656.0,66.0,641.0,56,38
5024,980efa5fa5296aec39c65d2d6ea777eb384dedb1447157bd03263995b00aafd5,121,2577,97,32.0,0,548.34,0.0,649.0,69.0,0.0,56,38
3879,55ac4b89dd151b8771caaf9121422d4af3b7aae3425d2e34b25b3a0a9c2fcad1,66,3564,17,32.0,1,0.0,0.0,0.0,-999.0,0.0,55,61
4679,ea961edd337e2f7feacc6c89cf589a67b4eb73a193d57fb177a35ae4dd5973ea,0,2571,167,22.0,1,750.0,0.0,566.0,34.0,517.0,56,38
4407,2e479d892f68f17befdafd199013f0d26e8f8d8fb720d9cd84ea429b1813bf06,30,589,8,27.0,0,0.0,0.0,0.0,-999.0,10.0,56,51
1023,bf34f484c2c8eb54fe24191efc8f8169c10cee66fdae11e04cad439e2667488b,0,1237,35,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
2604,a90e242c1d27c3f89f8c63f67e7da14ecdc60ddc6063bdde7cb54dd6609d313c,0,1926,90,53.0,0,1474.56,0.0,661.0,283.0,136.0,56,26
339,4a136be2b14e8bde11347320552c8a360cf076499b54f4b091bbbe6aad4f32c6,0,3212,219,27.0,1,0.0,0.0,651.0,-999.0,460.0,56,38
1523,75d0e05d435e8537091ae832946fe89c41cfa4cbcccf2a86853b6dba9c9eb00a,30,606,143,32.0,1,0.0,0.0,0.0,-999.0,0.0,16,7
4097,bb4f3e2f1e8b37b7c48bec7095e62262687c2534eb35eb5044762796ce11117a,180,2482,34,30.0,1,650.0,0.0,0.0,4.0,0.0,56,51
1929,56c1919454ef8a91dd02197f9a63ad937e12cf57412e5ef89c5130c9626630cd,5,138,256,67.0,1,0.0,0.0,0.0,-999.0,16.0,56,51
5318,28b2b1febb060cffe9655a29263cb53e1028836157ccce15859133444e9b0675,60,689,229,32.0,0,0.0,0.0,0.0,-999.0,0.0,56,26
3195,f72ae941049194678d7ca8aeaab693d4d98ab77234d7b42c83270d90ddf95002,0,3078,26,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,26
4010,a208cb84642bdf08427e53743ecc30ac4855c289f2594beab649bb72bcc90408,0,2306,17,31.0,1,1800.0,0.0,787.0,66.0,261.0,55,61
231,29c4671472184c997dbb81cd46a59997b871a226ecd0d1262e192c5226995b3b,153,2193,37,45.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
3716,a52b664869851f4e2fe15b8b3aec6e84aeb8f0a8ed543dceaf019f2bc071bc2c,0,945,18,34.0,1,1053.0,0.0,800.0,20.0,224.0,16,8
3084,3d6691ab7d6c38bebc159002e481a92de7edfab8971411101026c1a0cea133a9,0,347,37,43.0,0,840.0,0.0,444.0,56.0,87.0,56,38
1342,9924ca131c0f60757c964e81d3bea6257384bcaaa003f7839872714a902170bc,0,2790,17,41.0,0,345.06,0.0,0.0,39.0,496.0,55,61
3774,7749808d56a3bbe8c8ac175e74f616ebbc353cb6b4696c76139dc1bf5bf6a6c8,0,126,135,34.0,1,629.12,0.0,651.0,88.0,539.0,56,26
1657,ccaabc0c44aacdd19feff36438861ae6940be2c29cbbd96c1576b0cd4ea79dbd,13,2590,184,26.0,0,0.0,0.0,529.0,-999.0,0.0,16,21
5524,d310279209839e723544628ab84750e246b1a2aafc73686556570902ba542df4,60,2755,146,44.0,0,0.0,0.0,345.0,-999.0,289.0,56,38
5428,4431251c2e304f0b47811cfb9a138f89f301732c96f57ab9819203128305e3cb,60,1655,37,43.0,0,25000.0,0.0,754.0,102.0,417.0,56,38
2334,261015f6e7985354abb27987a6504f8489298ddf047db92ead4d0b4549d2b4e0,0,2056,10,64.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
4788,5209db349b7c25330f3f573876d45ebb4eb1a63aa7a06963f2ee4ed2822fc0bb,30,3059,112,59.0,1,488.8,0.0,846.0,53.0,1.0,16,46
4912,afff927d0ef97b766670b96b71fc7a1d6009951e79ba14a19aa0b61becd06e12,68,2062,70,70.0,1,940.46,0.0,0.0,125.0,0.0,56,38
5229,99dfe503025e26c44ebb589ecbe1525f2de5ae5bf9a5b27b761023d294543396,0,2527,209,29.0,0,1259.2,0.0,615.0,44.0,29.0,58,2
3392,bf0b0396cb992e6e06b8426ce41d535b5e641cb64c9f06933a8ff7af344c35b5,89,1095,300,39.0,0,669.5,0.0,469.0,71.0,0.0,56,38
140,beef2a32b056b4985c725a4190b85cb05180ad78c95f124aa7e34363e15c6f51,30,3564,267,31.0,0,0.0,0.0,0.0,-999.0,1.0,56,38
3224,6110aadf3d1002c1f77ed9612c3b96a9276539edca2ed1233ecf811c1d67bb0e,0,3564,35,99.0,1,0.0,0.0,0.0,-999.0,398.0,56,38
3837,5625b9f5e149d8de1c6d48251662aff3fd3ca5568bfe02c3d9c9bdbf52e5a291,211,1874,300,33.0,0,3542.55,0.0,840.0,78.0,0.0,56,38
5544,b21779e1d40627ca1760fb04d20bbad7d4761c8f398a79c0213b38545bfb5dea,157,1960,146,41.0,1,0.0,0.0,0.0,-999.0,301.0,56,38
3085,aeb1c3bb7fac705cd582a7e3908d78c26d97f39111ab2d3334f80913a80b78cb,121,2102,27,43.0,1,1750.0,0.0,0.0,65.0,0.0,56,26
5869,0f8a2a3f322d28bc9b1f58af46425558ff6b8c8dec173b637e8836a7522d5e62,33,1147,256,53.0,1,0.0,0.0,0.0,-999.0,281.0,56,51
4447,7326fedf9d998e55fe1ebe49c85e9e41cb544c6563afeb6591b7dc9062aa8357,35,3564,100,26.0,0,569.92,0.0,618.0,13.0,215.0,56,26
2294,b0b21ac221449da5164873d45f239db4ce4f40ad3379aa3fbb098b782de35cf7,60,3014,312,31.0,1,0.0,0.0,468.0,-999.0,125.0,56,51
4417,25bc360c8a3d4d66a62e928daa8c6071fd4be8c2087335936af8aa5bb144a90f,60,905,196,26.0,1,867.3,0.0,423.0,78.0,0.0,56,51
1208,f51185f8358e3791e5bf8b3f0e528b80f4508b2ec3d013d0a88bd0e7d56cfc66,60,915,169,60.0,1,832.0,0.0,507.0,60.0,1.0,16,50
4198,c572ccc905704d11309fb18b28b1f2d47451c7611b459893b0bf6e38d9a40196,152,1200,33,29.0,1,1005.41,0.0,456.0,66.0,0.0,56,51
5794,f3d2fd1b37a5e561fc34088e590eaff21f9bff4cc5eed6aef448deb381165c30,0,456,35,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1168,3c3aeff19fbfe3f335fa30e256d5351dbc50c42d4994684a6bed67be7bece3f2,0,1484,92,51.0,1,26450.0,0.0,788.0,150.0,503.0,16,8
2522,77669b4d2f37d6504a8f066d0085e44a5834cb7b1c808a85c0de7fe8d166d8bb,5,2901,300,60.0,1,0.0,0.0,0.0,-999.0,17.0,56,38
970,f224eb36e19a33667bff276a5321624fe1132094013fd429775a762c3a222ea2,33,1083,81,63.0,1,0.0,0.0,0.0,-999.0,13.0,21,19
5066,1d3f1856af876755feafac46599c3db18b956542f42324f6cf284845125eefe4,30,213,211,29.0,1,525.72,0.0,788.0,108.0,3.0,56,51
441,a770296f99603bee614ef4eae4cd9cb35567e5337e857dbb89df38f7f06755d0,0,2366,61,45.0,0,0.0,0.0,0.0,-999.0,459.0,19,41
1349,dd6e85a50f66d696e9b06c9c62e92b910ae432369c93764d44e448a00753f1d5,30,2620,35,46.0,1,890.94,0.0,712.0,54.0,0.0,56,38
368,1abb08653d7ab94515abb2ec44ad48bdd5007688f8735833fbd9f6c38b6041bf,33,2226,35,48.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
3989,e610cf9c826c98b20efcc8c1b8035857d68be2f36e890b5ca9ed18eb5ee01f26,0,138,17,32.0,1,1372.8,0.0,772.0,44.0,382.0,58,2
3109,96f49d37008bdd9765dfa4c8ea518e57ad54393ae6494adab461583fd248e33e,30,2604,17,43.0,1,364.0,0.0,679.0,34.0,0.0,55,61
4767,85e92b74fcbc30333cea7b3574aaeb5c12350eb87b44e1d77e6bf8af5498bf9f,0,134,219,29.0,0,0.0,0.0,552.0,-999.0,0.0,56,38
2108,7ed3f352822fc16f4f323b64834e8fb6f2d0f91e7d809680b9963c2e176bb049,0,2740,34,26.0,1,690.0,0.0,660.0,53.0,29.0,56,51
5611,725730223b36286d10c2b65ba2d55add19ab29fa2bebfcce7e52f5d42d16b1f5,0,3532,167,46.0,0,0.0,0.0,0.0,-999.0,304.0,56,38
2826,2ecdfdc5917fdd2e5b5c342d7e208d1ae54488a16a447226102fcadc340ddc66,152,1791,300,55.0,0,920.0,0.0,616.0,304.0,211.0,56,38
464,fba76c460c22c683e145209e06c2a2c4bd07b7ed3c161296169a9a4129d8d83c,0,2074,222,77.0,0,0.0,0.0,0.0,-999.0,760.0,19,41
4250,9c155f069363788ac8b44eaf878bc11b53f3fca0a762a661ac18f2a6245058c4,121,1403,82,28.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1539,35e99fa5d32071598178ac45314096b7d31cf0106e8a03dae7263d2197e12a15,0,3385,256,31.0,0,1400.0,0.0,731.0,66.0,617.0,56,51
5660,a4c9b70f9043e93402bd036ed4f9f9fb5cad79777a59ee1f2a01dacc5b1c2df6,0,2681,229,70.0,0,0.0,0.0,0.0,-999.0,538.0,56,26
3244,de32832ab5690ea791521757beafe9e29611eec845b6c57a7158f43226c25360,0,3564,321,0.0,2,0.0,0.0,0.0,-999.0,411.0,81,72
3395,14ca305bf876f012892008e18a4c107e135365fbe0bdef521ff8e276746be15e,66,3564,167,39.0,0,488.8,0.0,467.0,25.0,0.0,56,38
854,40defaa947241d01df013ae1d765271b448edb35cb81760574f7dae42b04ab42,121,3310,146,30.0,1,1200.0,0.0,788.0,69.0,383.0,56,38
3367,4fb1c72c051de835a066cf028fcab68e01e0a861cfdc15ebfa9d72ac3c26fbe2,121,98,249,40.0,1,1000.0,0.0,668.0,45.0,0.0,56,38
849,cdc826096201c7d916bf429876b47b93e949943a5ae6496ef0690b7a84994f5c,0,2635,81,30.0,0,576.0,0.0,613.0,31.0,143.0,21,19
3720,3b194fdd56222b7faddbdcb58759640e0ea30b2268028753c58e981a03d2fd1b,30,3208,211,34.0,1,705.56,0.0,794.0,100.0,0.0,56,51
5360,fc41e66c9a6e1f0519bfc259d4da06677968d320f097cef8c245e7a1bdb41ac2,40,192,35,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
195,295c41177c1a163d51754aa25297fd779e8378761f0672894e87c8b1bd248186,0,3367,16,34.0,0,800.0,0.0,706.0,58.0,319.0,56,51
219,df8a6ad72d49b642807a7ab2ee2f3fa80d69d9c3bfe6f7c6e0e833f690ea3adc,0,2590,249,28.0,1,1397.76,0.0,709.0,28.0,553.0,56,38
3706,9f68063a0d7faec48bd61721ecb9cf95d6a26e83a4ebf8af74d1e83ddcdb2910,96,3497,33,34.0,0,800.0,0.0,678.0,20.0,166.0,56,51
4151,31453b29f7787ee1dac015e9cea1c2bd96ed9ddace96d78f5d8a6351dab7c29c,0,3028,312,29.0,0,935.41,0.0,604.0,23.0,0.0,56,51
3998,46b7fa06e1d58f8be9ec40e809bf247d692834deedc4701e5621fc8338cb5f46,60,554,239,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
165,1ef2eae4698505961105ab03e2cd4504ab7eb5eb30e08bce7613994e9bf4cb83,30,1815,67,24.0,1,2110.5,0.0,0.0,88.0,250.0,6,63
1946,14701d75cf81fa11eee5115ea7ebb5ebeb2114c8b8edc0b63bad462377cd08cf,0,1815,73,60.0,1,3631.25,0.0,975.0,-999.0,150.0,39,17
3278,21d278720b529cd3fe29a10bdb4a8b9d216cab1c0cdeafcc17c26c6ae6b435ea,46,3564,35,41.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
3638,ec3c617dd02fb1ed1fe1463014fa001ad70dbc7ce82c804abc0be152b5e2b8dd,0,335,26,35.0,0,0.0,0.0,0.0,-999.0,1.0,56,26
3169,82d2f5c852be47b06914e86f6663c12c602cdd11397b48fc5c5761176260c834,60,1771,167,43.0,0,0.0,0.0,0.0,-999.0,249.0,56,38
2178,398500353890327f684b78145fb375d64cb303f35ffe025c84440f44dd7bcc0d,0,3564,267,29.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
4480,39278e0986255d00e290b517e99e63279117d1883e10817d4c3785c64bed3143,60,1802,300,26.0,0,800.0,0.0,795.0,29.0,8.0,56,38
