codCliente,rangoEdad,rangoIngreso,flagGenero,flagLimaProvCliente,ubigeoCliente,rangoCtdProdAct,rangoCtdProdPas,rangoCtdProdSeg,flagBxi,saldoTcEntidad1,saldoTcEntidad2,saldoTcEntidad3,saldoTcEntidad4
8170,Rango4,Rango1,0,1,272,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
16474,Rango4,Rango3,1,1,243,Rango2,Rango2,Rango2,1,Rango2,Rango1,Rango1,Rango1
13717,Rango3,Rango3,0,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
660,Rango6,Rango3,1,1,270,Rango1,Rango1,Rango1,1,,,,
848,Rango6,Rango1,1,1,270,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
5287,Rango6,Rango6,0,1,272,Rango2,Rango2,Rango2,1,Rango4,Rango1,Rango1,Rango1
25647,Rango1,Rango1,0,1,272,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
1421,Rango6,Rango1,0,1,77,Rango1,Rango3,Rango1,0,Rango3,Rango1,Rango1,Rango1
28346,Rango1,,1,1,272,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
22728,Rango5,Rango1,0,1,272,Rango2,Rango1,Rango1,1,Rango2,Rango5,Rango1,Rango1
1612,Rango5,Rango6,1,1,270,Rango1,Rango3,Rango3,1,Rango4,Rango5,Rango1,Rango4
4871,Rango5,Rango1,1,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango5,Rango5
20980,Rango1,Rango1,1,1,272,Rango1,Rango1,Rango1,1,,,,
22738,Rango1,Rango2,1,1,272,Rango1,Rango1,Rango1,1,,,,
24553,Rango4,Rango2,0,1,253,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
26739,Rango2,Rango1,1,1,243,Rango1,Rango1,Rango1,1,,,,
20161,Rango2,Rango1,0,1,243,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
25411,Rango1,Rango1,0,1,282,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
6508,Rango4,Rango1,1,1,243,Rango1,Rango2,Rango1,1,,,,
2103,Rango6,Rango6,0,1,253,Rango2,Rango1,Rango2,1,Rango3,Rango1,Rango3,Rango1
2952,Rango6,Rango6,1,1,243,Rango1,Rango2,Rango1,1,Rango6,Rango4,Rango1,Rango1
3016,Rango6,Rango6,0,1,253,Rango1,Rango1,Rango1,0,Rango2,Rango1,Rango1,Rango1
18811,Rango4,Rango3,1,1,272,Rango1,Rango1,Rango1,1,Rango2,Rango5,Rango1,Rango1
3656,Rango5,Rango1,0,1,77,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
1994,Rango6,Rango1,0,1,253,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
25246,Rango1,Rango5,0,1,270,Rango1,Rango1,Rango2,1,Rango2,Rango1,Rango2,Rango3
22571,Rango2,Rango1,0,1,272,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
4566,Rango4,Rango5,0,1,270,Rango2,Rango2,Rango3,1,Rango6,Rango1,Rango1,Rango1
10054,Rango4,Rango3,0,0,5,Rango1,Rango2,Rango1,1,Rango4,Rango1,Rango1,Rango1
26475,Rango5,Rango2,1,1,243,Rango1,Rango1,Rango1,0,,,,
22475,Rango2,Rango1,1,1,243,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
978,Rango6,Rango2,1,1,270,Rango1,Rango1,Rango1,1,,,,
27478,Rango5,Rango1,1,1,270,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
624,Rango6,Rango1,0,1,270,Rango1,Rango1,Rango2,0,Rango1,Rango2,Rango3,Rango1
17141,Rango2,Rango4,0,1,270,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango6,Rango1
19526,Rango4,Rango4,1,1,77,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango5
28626,Rango4,Rango3,1,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10401,Rango3,Rango1,1,1,253,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango3,Rango1
13948,Rango3,Rango1,0,1,253,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango5
16006,Rango1,Rango1,1,1,272,Rango1,Rango1,Rango2,1,,,,
10708,Rango5,Rango3,1,1,281,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
3551,Rango5,Rango5,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango5
2937,Rango6,Rango6,0,1,248,Rango1,Rango1,Rango2,1,Rango3,Rango2,Rango1,Rango2
29469,Rango1,Rango1,1,0,371,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
5229,Rango6,Rango1,1,1,248,Rango1,Rango1,Rango1,0,,,,
14839,Rango6,Rango2,1,1,248,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
26573,Rango1,,0,1,248,Rango1,Rango1,Rango1,1,,,,
17437,Rango5,Rango1,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12865,Rango4,Rango3,1,1,281,Rango1,Rango1,Rango1,0,Rango3,Rango3,Rango1,Rango1
10031,Rango3,Rango1,0,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
2469,Rango5,Rango5,1,1,248,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
6836,Rango5,Rango1,1,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
19153,Rango3,Rango5,1,0,216,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
13304,Rango5,Rango6,1,1,281,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
3198,Rango5,Rango5,1,1,248,Rango1,Rango3,Rango2,1,Rango5,Rango1,Rango1,Rango1
24614,Rango6,Rango1,0,1,249,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango1
20668,Rango1,Rango1,1,1,248,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
11952,Rango3,Rango1,0,0,110,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango6,Rango1
16227,Rango4,Rango3,0,0,45,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
23537,Rango3,Rango1,0,1,248,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
18472,Rango2,Rango5,1,1,248,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango1
14523,Rango2,Rango1,0,1,288,Rango1,Rango1,Rango1,1,,,,
9720,Rango3,Rango3,0,0,321,Rango1,Rango3,Rango1,1,,,,
20025,Rango3,Rango2,0,1,281,Rango1,Rango1,Rango1,1,Rango2,Rango4,Rango1,Rango1
23596,Rango2,Rango1,0,1,282,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
20147,Rango2,Rango1,1,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
188,Rango6,Rango1,1,1,254,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
2483,Rango6,Rango6,1,1,256,Rango3,Rango2,Rango2,1,Rango2,Rango2,Rango6,Rango6
5187,Rango5,Rango4,0,1,254,Rango1,Rango2,Rango1,1,Rango4,Rango1,Rango1,Rango1
12871,Rango5,Rango5,1,1,254,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
1286,Rango5,Rango6,1,1,245,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
11150,Rango4,Rango4,1,0,361,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
14090,Rango5,Rango1,1,1,254,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
9360,Rango5,Rango1,1,1,254,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
16230,Rango3,Rango2,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3434,Rango5,Rango4,0,1,76,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
18109,Rango4,Rango1,0,1,250,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
14678,Rango2,Rango4,0,0,19,Rango2,Rango2,Rango2,1,Rango6,Rango4,Rango1,Rango1
20735,Rango2,Rango2,1,1,76,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
9424,Rango3,Rango5,1,1,250,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
29346,Rango1,Rango1,1,1,76,Rango1,Rango1,Rango1,1,,,,
21612,Rango1,Rango1,1,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
20505,Rango2,Rango1,1,1,76,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
13636,Rango5,Rango1,0,1,250,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
16551,Rango5,Rango3,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
7976,Rango4,Rango1,1,0,47,Rango1,Rango2,Rango2,1,Rango4,Rango1,Rango1,Rango1
13707,Rango6,Rango3,0,0,148,Rango1,Rango1,Rango1,1,Rango5,Rango1,Rango1,Rango4
6601,Rango5,Rango5,1,0,145,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
22383,Rango2,Rango1,0,1,283,Rango1,Rango1,Rango1,1,,,,
4263,Rango4,Rango1,1,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango3,Rango1,Rango1
4866,Rango6,Rango1,1,1,244,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3262,Rango4,Rango3,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango3
1364,Rango6,Rango2,1,1,257,Rango1,Rango1,Rango1,0,,,,
12067,Rango4,Rango3,1,1,283,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
21158,Rango5,Rango2,0,0,145,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
14620,Rango6,Rango5,1,0,148,Rango1,Rango2,Rango2,1,Rango4,Rango1,Rango1,Rango1
24039,Rango3,Rango1,0,0,145,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
19206,Rango3,Rango2,0,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
20176,Rango2,Rango2,0,0,148,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
8403,Rango5,Rango1,0,1,257,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
21131,Rango6,Rango1,1,1,244,Rango1,Rango2,Rango1,0,,,,
22153,Rango3,Rango1,1,0,145,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
9491,Rango5,Rango4,1,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
9034,Rango6,Rango1,1,1,275,Rango1,Rango1,Rango1,0,Rango4,Rango1,Rango1,Rango2
11803,Rango6,Rango1,0,0,148,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
28212,Rango1,Rango2,0,1,275,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango2
17983,Rango2,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango2,Rango1
24858,Rango2,Rango1,0,1,257,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango1,Rango1
7794,Rango6,Rango4,1,1,275,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
23633,Rango2,Rango1,1,1,257,Rango1,Rango3,Rango1,0,Rango2,Rango2,Rango1,Rango1
21191,Rango1,Rango1,0,1,283,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango1,Rango1
321,Rango6,Rango6,1,1,280,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango2
15063,Rango3,Rango3,1,1,280,Rango1,Rango1,Rango1,0,,,,
7911,Rango6,Rango3,1,1,280,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
5433,Rango6,Rango1,1,1,280,Rango1,Rango1,Rango1,0,Rango2,Rango1,Rango1,Rango1
28392,Rango4,Rango2,0,1,261,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21064,Rango2,Rango1,0,1,261,Rango1,Rango1,Rango1,1,,,,
16195,Rango5,Rango1,1,1,280,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
14342,Rango3,Rango5,0,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango3
9520,Rango3,Rango5,1,1,280,Rango1,Rango2,Rango1,1,,,,
8628,Rango5,Rango3,1,0,23,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
2174,Rango6,Rango2,1,1,261,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
16259,Rango4,Rango2,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7347,Rango6,Rango5,0,1,261,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
6642,Rango5,Rango4,1,1,280,Rango1,Rango1,Rango1,1,Rango5,Rango1,Rango1,Rango1
8364,Rango4,Rango1,1,0,23,Rango1,Rango1,Rango1,1,Rango5,Rango3,Rango1,Rango1
27353,Rango2,Rango3,0,1,262,Rango1,Rango1,Rango1,1,,,,
11410,Rango5,Rango1,1,0,186,Rango1,Rango2,Rango1,0,Rango2,Rango1,Rango1,Rango1
29356,Rango4,Rango2,1,1,262,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
9600,Rango3,Rango1,1,1,262,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
15946,Rango5,Rango1,1,1,282,Rango1,Rango1,Rango1,1,Rango3,Rango4,Rango1,Rango4
23945,Rango3,Rango6,1,1,281,Rango2,Rango2,Rango2,1,Rango3,Rango1,Rango1,Rango2
23237,Rango2,Rango5,1,1,248,Rango2,Rango2,Rango1,1,Rango6,Rango5,Rango1,Rango1
13285,Rango4,Rango2,1,1,248,Rango1,Rango1,Rango1,1,,,,
29824,Rango1,Rango1,0,1,282,Rango1,Rango1,Rango1,0,,,,
26541,Rango3,Rango1,0,1,248,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
549,Rango6,Rango4,0,1,282,Rango1,Rango1,Rango2,1,Rango1,Rango5,Rango1,Rango1
9618,Rango3,Rango4,0,1,281,Rango1,Rango1,Rango2,1,Rango5,Rango2,Rango1,Rango4
22422,Rango4,Rango2,1,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
20282,Rango2,Rango1,0,1,282,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
19533,Rango1,Rango1,0,1,248,Rango2,Rango1,Rango1,1,Rango4,Rango3,Rango1,Rango2
28510,Rango2,Rango1,1,1,248,Rango1,Rango1,Rango2,0,,,,
25387,Rango3,Rango1,0,1,248,Rango1,Rango3,Rango1,1,,,,
29252,Rango2,,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
20183,Rango3,Rango1,1,1,248,Rango1,Rango1,Rango1,1,Rango3,Rango2,Rango1,Rango3
8792,Rango6,Rango1,1,1,282,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango4,Rango5
24612,Rango1,Rango1,0,0,216,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21558,Rango5,Rango1,1,1,248,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango2
11542,Rango3,Rango3,0,1,248,Rango2,Rango1,Rango2,1,Rango5,Rango1,Rango1,Rango1
3227,Rango6,Rango3,1,1,248,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
10316,Rango6,Rango1,0,1,259,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
14653,Rango4,Rango1,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
24203,Rango6,Rango1,0,1,248,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango2,Rango1
3820,Rango5,Rango5,0,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
4831,Rango6,Rango1,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
29274,Rango4,,0,1,281,Rango3,Rango2,Rango2,1,Rango5,Rango1,Rango1,Rango1
13888,Rango3,Rango4,1,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
24428,Rango3,Rango2,0,1,281,Rango1,Rango2,Rango2,1,Rango2,Rango1,Rango1,Rango1
29412,Rango2,Rango4,1,1,259,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
14213,Rango3,Rango1,0,1,272,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango2
27888,Rango1,Rango1,1,1,243,Rango1,Rango1,Rango1,1,,,,
25970,Rango3,Rango6,1,1,270,Rango1,Rango1,Rango2,1,Rango2,Rango1,Rango1,Rango1
21588,Rango2,Rango4,1,1,270,Rango1,Rango1,Rango2,1,,,,
28900,Rango1,Rango1,1,1,272,Rango1,Rango1,Rango1,1,,,,
25501,Rango2,Rango1,1,1,270,Rango1,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango1
5552,Rango4,Rango6,0,1,77,Rango2,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango6
2758,Rango6,Rango6,1,1,270,Rango1,Rango1,Rango2,1,,,,
7491,Rango5,Rango4,0,1,270,Rango1,Rango1,Rango2,1,Rango3,Rango2,Rango6,Rango1
8991,Rango4,Rango1,0,1,243,Rango1,Rango1,Rango1,0,Rango1,Rango3,Rango1,Rango1
24057,Rango1,Rango1,0,1,272,Rango1,Rango1,Rango1,1,,,,
25275,Rango1,Rango1,1,1,243,Rango1,Rango1,Rango1,1,,,,
28508,Rango1,,0,1,270,Rango1,Rango1,Rango1,1,,,,
24954,Rango6,Rango1,0,1,270,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
7579,Rango5,Rango1,1,1,272,Rango1,Rango2,Rango1,0,,,,
13971,Rango4,Rango6,0,0,88,Rango3,Rango2,Rango2,1,Rango3,Rango1,Rango1,Rango1
29884,Rango1,,1,1,243,Rango1,Rango2,Rango2,1,,,,
29724,Rango1,,0,1,270,Rango1,Rango2,Rango1,0,Rango3,Rango1,Rango1,Rango1
5003,Rango5,Rango3,1,1,243,Rango1,Rango1,Rango1,1,,,,
8405,Rango5,Rango3,1,1,272,Rango3,Rango2,Rango1,1,Rango6,Rango1,Rango1,Rango1
26215,Rango2,Rango1,1,1,265,Rango1,Rango1,Rango1,0,,,,
23890,Rango2,Rango1,1,0,32,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
28579,Rango1,,1,1,247,Rango1,Rango1,Rango2,1,,,,
11498,Rango3,Rango6,1,0,32,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
28471,Rango1,Rango3,1,0,32,Rango1,Rango1,Rango1,1,,,,
28614,Rango2,Rango1,0,1,265,Rango1,Rango1,Rango1,0,,,,
19530,Rango4,Rango5,1,0,34,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango6,Rango4
13563,Rango4,Rango6,1,1,247,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
28559,Rango1,Rango1,1,0,345,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
6323,Rango6,Rango6,0,1,253,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango6
2507,Rango6,Rango2,0,1,253,Rango1,Rango2,Rango1,0,Rango1,Rango2,Rango1,Rango1
7674,Rango4,Rango6,1,1,272,Rango1,Rango2,Rango2,1,Rango1,Rango5,Rango1,Rango3
4368,Rango5,Rango6,0,1,270,Rango1,Rango2,Rango2,1,Rango5,Rango1,Rango1,Rango1
21284,Rango1,Rango1,0,1,243,Rango1,Rango2,Rango1,1,,,,
7555,Rango4,Rango1,1,1,243,Rango1,Rango1,Rango1,0,,,,
223,Rango6,Rango6,1,1,253,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
13058,Rango2,Rango3,0,1,243,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
14634,Rango5,Rango1,0,1,272,Rango1,Rango1,Rango1,1,,,,
3561,Rango3,Rango3,0,1,77,Rango1,Rango1,Rango1,0,Rango1,Rango3,Rango1,Rango4
7088,Rango4,Rango4,0,1,272,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
13283,Rango4,Rango3,1,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
20007,Rango5,Rango1,1,1,272,Rango1,Rango1,Rango1,1,,,,
3147,Rango5,Rango2,1,1,243,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
19026,Rango4,Rango3,0,1,253,Rango1,Rango3,Rango1,1,Rango3,Rango1,Rango1,Rango1
2090,Rango5,Rango5,1,1,243,Rango1,Rango1,Rango1,1,,,,
3232,Rango6,Rango4,1,1,270,Rango1,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango6
5390,Rango5,Rango3,0,0,88,Rango1,Rango2,Rango1,1,Rango1,Rango5,Rango1,Rango4
11051,Rango4,Rango6,1,1,262,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango6
13261,Rango2,Rango1,0,1,246,Rango2,Rango3,Rango1,1,Rango1,Rango5,Rango1,Rango1
18949,Rango2,Rango3,1,1,246,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
1515,Rango6,Rango3,1,0,381,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango2
28878,Rango2,Rango3,0,1,263,Rango1,Rango1,Rango1,0,,,,
2022,Rango6,Rango1,0,1,262,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7275,Rango5,Rango6,1,1,262,Rango2,Rango1,Rango3,0,Rango6,Rango1,Rango1,Rango5
9620,Rango3,Rango3,0,1,262,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
8398,Rango6,Rango1,0,1,246,Rango1,Rango1,Rango1,0,Rango3,Rango1,Rango1,Rango1
6058,Rango5,Rango1,1,1,262,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
5400,Rango5,Rango6,0,1,262,Rango1,Rango1,Rango1,0,,,,
24931,Rango3,Rango2,1,1,81,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
27454,Rango1,Rango1,0,1,246,Rango1,Rango1,Rango1,1,Rango5,Rango2,Rango1,Rango3
3982,Rango5,Rango3,1,1,262,Rango1,Rango1,Rango2,1,Rango2,Rango1,Rango1,Rango5
219,Rango6,Rango1,0,1,262,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango5
25296,Rango6,Rango2,0,1,262,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
11894,Rango4,Rango1,0,1,275,Rango1,Rango1,Rango1,0,,,,
11950,Rango6,Rango3,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7391,Rango4,Rango3,0,1,283,Rango1,Rango2,Rango1,1,Rango4,Rango3,Rango1,Rango1
18532,Rango2,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
29445,Rango3,Rango1,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
9396,Rango5,Rango3,1,1,283,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
1618,Rango5,Rango3,0,1,275,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango6,Rango5
23672,Rango2,Rango2,1,0,148,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
9604,Rango4,Rango2,1,1,275,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
24845,Rango2,Rango2,0,1,248,Rango1,Rango1,Rango1,1,,,,
18284,Rango2,Rango1,0,1,281,Rango1,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango1
25585,Rango1,Rango1,0,1,243,Rango1,Rango1,Rango1,1,,,,
21220,Rango3,,1,1,77,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango1,Rango1
18361,Rango1,Rango1,1,1,243,Rango1,Rango2,Rango1,1,,,,
25297,Rango2,Rango5,1,1,270,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22018,Rango3,Rango6,1,1,253,Rango1,Rango2,Rango2,1,Rango1,Rango3,Rango1,Rango1
25435,Rango2,Rango1,1,1,243,Rango1,Rango1,Rango1,1,,,,
13899,Rango5,Rango6,1,0,63,Rango1,Rango1,Rango1,1,,,,
8865,Rango5,Rango3,1,1,272,Rango2,Rango1,Rango2,0,Rango1,Rango1,Rango1,Rango1
27624,Rango5,Rango1,0,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7457,Rango5,Rango1,0,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
278,Rango6,Rango6,1,1,270,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango3,Rango1
17602,Rango5,Rango1,0,1,243,Rango1,Rango1,Rango1,1,Rango5,Rango4,Rango5,Rango1
27144,Rango1,,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22818,Rango1,Rango1,0,1,275,Rango1,Rango2,Rango1,1,Rango3,Rango2,Rango1,Rango1
20128,Rango2,Rango4,1,1,275,Rango1,Rango2,Rango2,1,,,,
24645,Rango1,Rango1,1,0,132,Rango1,Rango1,Rango1,1,,,,
25121,Rango1,Rango2,0,1,275,Rango1,Rango1,Rango1,1,,,,
23159,Rango2,Rango5,1,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango4
29610,Rango1,,0,1,283,Rango1,Rango1,Rango1,1,,,,
13053,Rango5,Rango2,0,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango4,Rango2
27968,Rango2,Rango1,1,1,283,Rango1,Rango1,Rango1,1,,,,
14391,Rango4,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
5888,Rango4,Rango3,1,1,257,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango5,Rango1
28866,Rango1,,1,1,283,Rango1,Rango1,Rango2,1,,,,
25803,Rango4,Rango1,0,1,283,Rango1,Rango2,Rango1,1,,,,
10166,Rango5,Rango3,1,0,148,Rango2,Rango2,Rango1,1,Rango4,Rango1,Rango1,Rango1
16764,Rango5,Rango4,1,1,244,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10731,Rango5,Rango4,1,0,148,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
11870,Rango4,Rango1,1,0,145,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
19352,Rango3,Rango3,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
24894,Rango2,Rango1,0,1,283,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango1
11920,Rango3,Rango6,1,1,257,Rango3,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango1
